row_idx,top_features,top_abs_z
218592,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[4.876128559859601, 4.617510429239575, 2.9290265796268207, 0.9999995745697359, 0.9999995745697359]"
218600,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[9.482072970465671, 6.322627120212038, 6.082085756949393, 1.4023766051720639, 0.9999995745697359]"
218643,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[6.978161952438431, 6.384926674693059, 6.014905847263447, 1.2585120744040525, 0.9999995745697359]"
218651,"['mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.07054920621267, 3.066809500071653, 1.7918341277522831, 0.9999995745697359, 0.9999995745697359]"
218654,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.934488379340248, 7.933623486907058, 4.21693443153351, 0.9999995745697359, 0.9999995745697359]"
218655,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[2.62705555970486, 1.9950045249592383, 1.463943352099784, 0.9999995745697359, 0.9999995745697359]"
218709,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.161494929875923, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
218791,"['distinct_hcpcs', 'mean_charge', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[1.3171064083221087, 1.026127378462973, 1.0249445246750992, 0.9999995745697359, 0.9999995745697359]"
218812,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[3.030116837053399, 1.9950045249592383, 1.2293408461351871, 0.9999995745697359, 0.9999995745697359]"
218938,"['distinct_hcpcs', 'mean_charge', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.1232289630191863, 1.5674766548185075, 1.2997793444471322, 0.9999995745697359, 0.9999995745697359]"
218955,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.576780463030487, 3.030116837053399, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
218980,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.079704294382324, 6.654507652382754, 4.020424699173938, 0.9999995745697359, 0.9999995745697359]"
219007,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[10.150778635440679, 10.12738816271153, 7.411586358269731, 0.9999995745697359, 0.9999995745697359]"
219012,"['total_beneficiaries', 'allow_ratio', 'total_services', 't_hipaa_share', 't_billing_share']","[2.76602445633597, 2.3059391941578427, 2.2133114333488284, 0.9999995745697359, 0.9999995745697359]"
219023,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.952311097830306, 1.9950045249592383, 1.0890442914521974, 0.9999995745697359, 0.9999995745697359]"
219083,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.9604538447726645, 5.954757019014041, 4.211685613899184, 0.9999995745697359, 0.9999995745697359]"
219149,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 'mean_charge']","[3.030116837053399, 1.9950045249592383, 1.7062777397935023, 1.683885660368579, 1.0545913009730636]"
219276,"['mean_payment', 'mean_allowed', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[5.198587895581885, 5.179228185269918, 1.9950045249592383, 1.8425640606492644, 0.9999995745697359]"
219278,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[5.921190287405808, 5.058815759601135, 4.676701778329519, 1.2902475725172202, 0.9999995745697359]"
219283,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.1929433324772285, 5.1784417593145085, 3.020104953087328, 0.9999995745697359, 0.9999995745697359]"
219292,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[5.975797323056541, 5.889285517021196, 4.186780314020855, 1.9950045249592383, 0.9999995745697359]"
219293,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.146188543133229, 1.9950045249592383, 1.3773073212064548, 0.9999995745697359, 0.9999995745697359]"
219367,"['mean_payment', 'mean_allowed', 'distinct_hcpcs', 'distinct_pos', 'mean_charge']","[3.3885200800369084, 3.3841976708925956, 2.62705555970486, 1.9950045249592383, 1.4900501569284719]"
219582,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.584660370496566, 7.560214414369801, 4.735916646119942, 0.9999995745697359, 0.9999995745697359]"
219670,"['mean_payment', 'mean_allowed', 'mean_charge', 'total_services', 'allow_ratio']","[5.800188781430207, 5.788388216890252, 4.604025076337598, 1.8063619414979808, 1.0167130218040945]"
219716,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[2.929351517716264, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
219761,"['mean_allowed', 'mean_payment', 'distinct_pos', 'total_services', 'distinct_hcpcs']","[2.431233909055217, 2.3623169198733853, 1.9950045249592383, 1.7473342894389965, 1.1155757696478392]"
219813,"['distinct_hcpcs', 'distinct_pos', 'total_services', 'allow_ratio', 't_hipaa_share']","[4.642361946447554, 1.9950045249592383, 1.3700176843232734, 1.0676442483721362, 0.9999995745697359]"
219828,"['distinct_pos', 'distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share']","[1.9950045249592383, 1.8209330050077823, 1.320356141107355, 0.9999995745697359, 0.9999995745697359]"
219907,"['mean_charge', 'distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[2.457837226480534, 2.1232289630191863, 1.9950045249592383, 1.4519895276026056, 0.9999995745697359]"
219916,"['mean_allowed', 'mean_payment', 'total_services', 'distinct_pos', 'distinct_hcpcs']","[2.655881119874251, 2.5882053241749885, 2.1645494599087978, 1.9950045249592383, 1.3171064083221087]"
219928,"['mean_payment', 'mean_allowed', 'distinct_hcpcs', 'allow_ratio', 'mean_charge']","[8.576553235595222, 8.517411852029728, 1.921698324344917, 1.4849739292404114, 1.1352906663406948]"
219946,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_hcpcs', 'allow_ratio']","[9.110970426559156, 6.645944758458768, 6.533989876112383, 3.2316474757276685, 1.3558920044519531]"
220050,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.664732617664837, 1.6194023663335129, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220057,"['distinct_hcpcs', 'mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share']","[2.8285861983791296, 2.7237790345373276, 2.7005000706652327, 1.2255069502332046, 0.9999995745697359]"
220212,"['mean_allowed', 'mean_payment', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.964844803321366, 4.95184957001185, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220275,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.7278208790419947, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220276,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share']","[3.6316257821192734, 3.11776331563693, 3.0669229110154377, 1.2167853135951168, 0.9999995745697359]"
220284,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[9.076035997281483, 1.9950045249592383, 1.7121187785064511, 0.9999995745697359, 0.9999995745697359]"
220300,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.596968979482643, 9.401978461681095, 3.005932709656055, 0.9999995745697359, 0.9999995745697359]"
220330,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[15.04835318272944, 15.03798113592249, 10.890503164059986, 0.9999995745697359, 0.9999995745697359]"
220332,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.620647813733753, 5.594531745836558, 1.6602225959162726, 0.9999995745697359, 0.9999995745697359]"
220340,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[6.315434210189184, 6.309151871952011, 2.1052095651320104, 1.9950045249592383, 0.9999995745697359]"
220508,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.146188543133229, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220547,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[8.077827878865572, 7.6025657944135645, 2.6574857981626616, 0.9999995745697359, 0.9999995745697359]"
220552,"['distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220638,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.138535349761881, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220649,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[4.132729490980136, 4.127446340752018, 2.6246064901017028, 1.216341088984974, 0.9999995745697359]"
220653,"['distinct_pos', 'mean_payment', 'mean_allowed', 'distinct_hcpcs', 't_hipaa_share']","[1.9950045249592383, 1.6435412337869857, 1.6347552691055467, 1.1155757696478392, 0.9999995745697359]"
220717,"['distinct_hcpcs', 'mean_allowed', 'mean_payment', 't_hipaa_share', 't_billing_share']","[2.7278208790419947, 1.5450718017913445, 1.4941989561973474, 0.9999995745697359, 0.9999995745697359]"
220773,"['distinct_pos', 'total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share']","[1.9950045249592383, 1.5770510224503707, 1.5186370469963781, 0.9999995745697359, 0.9999995745697359]"
220779,"['t_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share', 'total_beneficiaries']","[0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.8168952839739375]"
220797,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.340065988436151, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220843,"['distinct_hcpcs', 'total_services', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[8.471444081258674, 2.3739110962793686, 1.9950045249592383, 1.0968348871743805, 0.9999995745697359]"
220862,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.2239942823563212, 1.9950045249592383, 1.9775953666056687, 0.9999995745697359, 0.9999995745697359]"
220874,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.433178114401938, 1.9950045249592383, 1.119546224134316, 0.9999995745697359, 0.9999995745697359]"
220913,"['mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.967898536973221, 2.962746149789254, 1.5755145785508802, 0.9999995745697359, 0.9999995745697359]"
220917,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.037770030424746, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
220965,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.7507804591560365, 1.9950045249592383, 1.044077717946554, 0.9999995745697359, 0.9999995745697359]"
220988,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[6.891387561660871, 6.860541519947091, 4.485637464678003, 0.9999995745697359, 0.9999995745697359]"
220990,"['mean_charge', 'mean_allowed', 'mean_payment', 'distinct_pos', 'allow_ratio']","[5.7460065087381755, 3.884115587618174, 3.8772200229432356, 1.9950045249592383, 1.3524446954408025]"
220997,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'allow_ratio']","[5.489770313366355, 5.466720281371734, 4.583038924801475, 1.9950045249592383, 1.0517965344063362]"
220999,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 'mean_charge', 'total_services']","[2.62705555970486, 1.9950045249592383, 1.3943618632744115, 1.123832999817872, 1.0247680959244887]"
221035,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.1232289630191863, 1.1641484953179133, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
221047,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[5.736399610082508, 5.690406330621824, 5.136515790947096, 1.1040685118574074, 0.9999995745697359]"
221134,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[7.564556207224462, 5.217715737206258, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
221139,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.665321526561597, 1.666637588954952, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
221161,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.262260249213058, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
221171,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[4.138535349761881, 2.360417549641053, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
221202,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[5.533684285695477, 5.456548414901258, 2.756538875991494, 1.3171064083221087, 0.9999995745697359]"
221276,"['distinct_pos', 'mean_allowed', 'mean_payment', 'distinct_hcpcs', 't_hipaa_share']","[1.9950045249592383, 1.2437746853683458, 1.200289159443944, 1.0148104503107045, 0.9999995745697359]"
221362,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[6.657668333190249, 1.9950045249592383, 1.5429142861007041, 0.9999995745697359, 0.9999995745697359]"
221363,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[2.9479990377661602, 2.928339221499447, 2.327105455146585, 1.9950045249592383, 1.216341088984974]"
221369,"['mean_payment', 'mean_allowed', 'total_services', 'allow_ratio', 't_hipaa_share']","[4.284181108705452, 4.260857714606062, 2.644364103606549, 1.3674302343142632, 0.9999995745697359]"
221414,"['distinct_hcpcs', 'total_beneficiaries', 'total_services', 'mean_allowed', 't_hipaa_share']","[11.192107703361312, 1.415717475693222, 1.3608103230877169, 1.0009080522080727, 0.9999995745697359]"
221494,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 'total_services']","[2.1716480060743506, 2.1547716486192, 1.9950045249592383, 1.5186370469963781, 1.1304146287221244]"
221549,"['mean_charge', 'distinct_pos', 'allow_ratio', 'distinct_hcpcs', 't_hipaa_share']","[2.657982284210954, 1.9950045249592383, 1.5052881156698485, 1.1155757696478392, 0.9999995745697359]"
221611,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[6.699730230180932, 6.68235928321063, 4.947619348260949, 0.9999995745697359, 0.9999995745697359]"
221626,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share']","[7.267504225079066, 6.755742637338221, 6.745815708397873, 1.2215689614307939, 0.9999995745697359]"
221721,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.2239942823563212, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
221743,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 'allow_ratio']","[5.91880775336449, 5.89524687447973, 5.030552989201428, 1.9950045249592383, 1.0649574407476186]"
221793,"['total_services', 'total_beneficiaries', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[27.27029838200919, 6.688675171963181, 1.6082361314604943, 0.9999995745697359, 0.9999995745697359]"
221814,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[4.296747424570071, 4.2966851929446666, 2.04007708965457, 0.9999995745697359, 0.9999995745697359]"
221844,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.239300669099015, 1.9950045249592383, 1.5657906959140853, 0.9999995745697359, 0.9999995745697359]"
221857,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[9.106081682353919, 7.669623629257168, 7.621206367238532, 1.2854942975081376, 0.9999995745697359]"
221876,"['distinct_pos', 'mean_charge', 'distinct_hcpcs', 'allow_ratio', 't_hipaa_share']","[1.9950045249592383, 1.7242380402406057, 1.6194023663335129, 1.3949574298366565, 0.9999995745697359]"
221900,"['allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[2.316733088692099, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
222006,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share']","[9.823675689306073, 8.61140642310303, 8.562352790730722, 1.2651702576817225, 0.9999995745697359]"
222031,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[3.735474072413342, 1.9950045249592383, 1.8248560377728487, 0.9999995745697359, 0.9999995745697359]"
222167,"['distinct_hcpcs', 'distinct_pos', 'mean_payment', 'mean_allowed', 'total_services']","[3.030116837053399, 1.9950045249592383, 1.1161490089319699, 1.0802400360027118, 1.0730009106728209]"
222219,"['mean_charge', 'mean_allowed', 'mean_payment', 'distinct_pos', 'allow_ratio']","[4.725810024802867, 3.0634976286682645, 3.03055812808404, 1.9950045249592383, 1.3525629298554893]"
